Asset association report
All time
Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost
Enabled,020 8058 6095,Call,Campaign,Eligible,,Advertiser,"Feb 22, 2026, 12:44 PM",15,275,5.45%,GBP,2.35,35.21
Enabled,NOx Fault Diagnosis,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Book now for a diagnostic callout. Fast next steps, no guesswork.",Description,Ad,Not eligible, --,Advertiser, --,7,71,9.86%,GBP,2.40,16.77
Enabled,020 8058 6095,Call,Campaign,Eligible,,Advertiser,"Mar 23, 2026, 2:27 AM",1,12,8.33%,GBP,8.57,8.57
Enabled,https://tpc.googlesyndication.com/simgad/1848157933987548007,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1848157933987548007,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",0,0, --,GBP,0,0.00
Enabled,Sprinter & Vito Experts,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Original File Backed Up,Headline,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/11382467528391833054,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1449502601702083703,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/11382467528391833054,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,VOR Van Diagnostics,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,VOR Van Diagnostics,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Full-system scan, live data and guided tests with a written fix plan.",Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Full-system scan, live data and guided tests with a written fix plan.",Description,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12815982638100106374,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,"Full-system scan, live data and guided tests with a written fix plan.",Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Full-system scan, live data and guided tests with a written fix plan.",Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"DPF Warning Light
Regen or deeper fault
What the warning means
https://tripointdiagnostics.co.uk/blog/dpf-warning-light-regen-vs-worse",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 8:52 AM",0,0, --,GBP,0,0.00
Enabled,"Full-system scan, live data and guided tests with a written fix plan.",Description,Ad,Eligible,,Advertiser, --,3,7,42.86%,GBP,3.49,10.47
Enabled,https://tpc.googlesyndication.com/simgad/16708792828218326544,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/16708792828218326544,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,2,0.00%,GBP,0,0.00
Enabled,W906 & W907 Covered,Headline,Ad,Eligible,,Advertiser, --,2,34,5.88%,GBP,2.31,4.61
Enabled,https://tpc.googlesyndication.com/simgad/17262497058523780848,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,W906 & W907 Covered,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/16708792828218326544,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,"W906 and W907 covered at your home, yard or depot across Kent and SE London.",Description,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Mercedes Sprinter Brakes,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,"Service catalog:Xentry Diagnostics,Fault Finding,VOR Triage,Coding & Setup,Live Data Testing,Pre-Purchase Check,Fleet Health Check",Structured snippet,Account,Eligible,,Advertiser,"Mar 26, 2026, 8:05 AM",0,1,0.00%,GBP,0,0.00
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5676264499708190674,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5676264499708190674,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,5,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4166153717918597101,Business logo,Account,Eligible,,Advertiser,"Feb 23, 2026, 9:57 AM",0,53,0.00%,GBP,0,0.00
Enabled,Kent and SE London coverage with fixed pricing confirmed first.,Description,Ad,Eligible,,Advertiser, --,2,9,22.22%,GBP,0.49,0.98
Enabled,"Designed for smoother cruising and everyday drivability, with original file backup.",Description,Ad,Eligible,,Advertiser, --,0,25,0.00%,GBP,0,0.00
Enabled,Commercial Van Tune,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:30 AM",0,2,0.00%,GBP,0,0.00
Enabled,"VOR Diagnostics
Priority van fault finding
Fast help for off-road vans
https://tripointdiagnostics.co.uk/services/vor-van-diagnostics",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 8:52 AM",0,0, --,GBP,0,0.00
Enabled,TriPoint Diagnostics,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:16 AM",0,17,0.00%,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:17 AM",0,3,0.00%,GBP,0,0.00
Enabled,"Ideal for payload, towing and stop-start trade use across Kent and SE London.",Description,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,TriPoint Diagnostics,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Economy Tune
Better mpg and response
Ideal for daily van use
https://tripointdiagnostics.co.uk/services/van-economy-tune",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:17 AM",0,1,0.00%,GBP,0,0.00
Enabled,"Economy Tune
Better mpg and response
Ideal for daily van use
https://tripointdiagnostics.co.uk/services/van-economy-tune",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:18 AM",0,5,0.00%,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:18 AM",0,5,0.00%,GBP,0,0.00
Enabled,Mercedes Van Brakes,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with your reg to confirm the correct brake package.,Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/9190150830093179940,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with your reg to confirm the correct brake package.,Description,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/9190150830093179940,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/9190150830093179940,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with your reg to confirm the correct brake package.,Description,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,Mobile Vito Brakes,Headline,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:13 AM",0,9,0.00%,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:10 AM",0,8,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/17446682097241717270,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:50 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/2164851874572675975,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/11814846376479350564,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,Priority diagnostics for off-road vans with triage to get you moving quickly.,Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Priority Commercial Triage,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Priority diagnostics for off-road vans with triage to get you moving quickly.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Fleet Tuning
Tuning for multiple vans
Fleet-friendly setup
https://tripointdiagnostics.co.uk/services/fleet-van-tuning",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:17 AM",0,2,0.00%,GBP,0,0.00
Enabled,Priority Commercial Triage,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,AdBlue & DPF Faults,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/11814846376479350564,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",1,8,12.50%,GBP,0.43,0.43
Enabled,https://tpc.googlesyndication.com/simgad/5869434329428719401,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12823976198730802881,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:22 AM",0,1,0.00%,GBP,0,0.00
Enabled,Fleet Tuning From £169,Headline,Ad,Eligible,,Advertiser, --,0,7,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12823976198730802881,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5869434329428719401,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",0,0, --,GBP,0,0.00
Enabled,Xentry-based workflows. Clear fault plan and next steps. Book online or call.,Description,Ad,Not eligible, --,Advertiser, --,0,9,0.00%,GBP,0,0.00
Enabled,DPF Regeneration Decision,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Independent MB Specialist,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Independent MB Specialist,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Independent MB Specialist,Headline,Ad,Not eligible, --,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Independent MB Specialist,Headline,Ad,Not eligible, --,Advertiser, --,5,49,10.20%,GBP,2.48,12.38
Enabled,Independent MB Specialist,Headline,Ad,Not eligible, --,Advertiser, --,6,30,20.00%,GBP,2.27,13.60
Enabled,https://tpc.googlesyndication.com/simgad/9713983321862871120,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:50 AM",0,0, --,GBP,0,0.00
Enabled,Sprinter Limp Mode Help,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Sprinter Limp Mode Help,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Commercial Van Specialist,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Fixed pricing confirmed first before attendance.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Van Specialist,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:30 AM",0,3,0.00%,GBP,0,0.00
Enabled,Fixed pricing confirmed first before attendance.,Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Areas Covered
Kent and SE London
Mobile Mercedes van specialist
https://tripointdiagnostics.co.uk/areas-covered",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:23 AM",2,16,12.50%,GBP,0.49,0.98
Enabled,"Areas Covered
Kent and SE London
Mobile Mercedes van specialist
https://tripointdiagnostics.co.uk/areas-covered",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:25 AM",0,0, --,GBP,0,0.00
Enabled,Commercial Van Economy,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Mobile Van Specialist,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:29 AM",0,9,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/3391879746128086635,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,Load & Driveability Tune,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with your reg and symptoms for quick triage and booking.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with your reg and symptoms for quick triage and booking.,Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5534959400949477696,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with the reg and location to book a buyer inspection.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with the reg and location to book a buyer inspection.,Description,Ad,Eligible,,Advertiser, --,3,13,23.08%,GBP,1.38,4.15
Enabled,https://tpc.googlesyndication.com/simgad/798337425000332339,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,Turbo Fault Diagnosis,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with your reg and symptoms for quick triage and booking.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Turbo Fault Diagnosis,Headline,Ad,Eligible,,Advertiser, --,2,2,100.00%,GBP,10.16,20.32
Enabled,Genuine Mercedes Parts,Headline,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,Genuine Mercedes Parts,Headline,Ad,Eligible,,Advertiser, --,3,33,9.09%,GBP,4.14,12.41
Enabled,Genuine Mercedes Parts,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,W639 & W447 Covered,Headline,Ad,Eligible,,Advertiser, --,0,21,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14121951578126626867,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:11 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14121951578126626867,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14121951578126626867,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14121951578126626867,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:08 AM",0,0, --,GBP,0,0.00
Enabled,W639 & W447 Covered,Headline,Ad,Eligible,,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,Mercedes Vito Service,Headline,Ad,Eligible,,Advertiser, --,0,17,0.00%,GBP,0,0.00
Enabled,Mobile Mercedes Vito brake service with fixed-price front pad and disc packages.,Description,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,"Citan Brakes
Pads and discs packages
Citan brake replacement
https://tripointdiagnostics.co.uk/services/citan-brakes",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:29 AM",0,1,0.00%,GBP,0,0.00
Enabled,Mobile Sprinter Serv.,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:27 AM",0,30,0.00%,GBP,0,0.00
Enabled,Brake Packages Available,Headline,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Account,Eligible,,Advertiser,"Mar 25, 2026, 10:27 AM",0,0, --,GBP,0,0.00
Enabled,"Our Process
How the visit works
Scan, diagnose, written outcome
https://tripointdiagnostics.co.uk/process",Sitelink,Account,Eligible,,Advertiser,"Mar 25, 2026, 10:27 AM",0,2,0.00%,GBP,0,0.00
Enabled,"Citan Servicing
Citan servicing onsite
Service checks included
https://tripointdiagnostics.co.uk/services/citan-servicing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:26 AM",0,0, --,GBP,0,0.00
Enabled,"Citan Servicing
Citan servicing onsite
Service checks included
https://tripointdiagnostics.co.uk/services/citan-servicing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:10 AM",0,5,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12416316758498128249,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:08 AM",0,2,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12416316758498128249,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:11 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12416316758498128249,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12416316758498128249,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",1,12,8.33%,GBP,1.71,1.71
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Account,Eligible,,Advertiser,"Mar 26, 2026, 8:06 AM",0,0, --,GBP,0,0.00
Enabled,"Service catalog:Sprinter diagnostics,Warning lights,Live data testing,Electrical faults,Module coding,DPF/regen checks,Pre-purchase checks",Structured snippet,Account,Eligible,,Advertiser,"Mar 26, 2026, 8:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12787350127406864367,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12787350127406864367,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,Brake Wear Checked,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Disc thickness measured against spec with pad wear and brake condition checked.,Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Disc thickness measured against spec with pad wear and brake condition checked.,Description,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,Brake Wear Checked,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12787350127406864367,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,Disc thickness measured against spec with pad wear and brake condition checked.,Description,Ad,Eligible,,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,Brake Wear Checked,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Mobile Vito Servicing,Headline,Ad,Eligible,,Advertiser, --,0,10,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/7401496054066942803,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,Van Won't Start Help,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Van Won't Start Help,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5993747924801852374,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,1,0.00%,GBP,0,0.00
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:24 AM",2,3,66.67%,GBP,5.02,10.04
Enabled,Written Fix Plan,Headline,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,Sprinter Fault Finding,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mercedes van diagnostics & coding with dealer-level depth. Sprinter/Vito focused.,Description,Ad,Not eligible, --,Advertiser, --,4,82,4.88%,GBP,2.48,9.92
Enabled,Clear Diagnostic Plan,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Clear Diagnostic Plan,Headline,Ad,Not eligible, --,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,Trade Support Available,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Clear Diagnostic Plan,Headline,Ad,Not eligible, --,Advertiser, --,1,27,3.70%,GBP,3.44,3.44
Enabled,Variant Coding Support,Headline,Ad,Not eligible, --,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,Priority Triage Available,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call 06:00-22:00,Headline,Ad,Not eligible, --,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Call 06:00-22:00,Headline,Ad,Not eligible, --,Advertiser, --,51,460,11.09%,GBP,2.42,123.47
Enabled,Call 06:00-22:00,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call 06:00-22:00,Headline,Ad,Not eligible, --,Advertiser, --,4,39,10.26%,GBP,2.32,9.28
Enabled,Call 06:00-22:00,Headline,Ad,Not eligible, --,Advertiser, --,8,94,8.51%,GBP,2.22,17.73
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,17,0.00%,GBP,0,0.00
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,9,0.00%,GBP,0,0.00
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/2029387239252139017,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/2029387239252139017,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4474397124911804042,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/2029387239252139017,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,Call Or WhatsApp Now,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12981390982016646404,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12981390982016646404,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,Front Pads From £149,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/12981390982016646404,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5566016434029426273,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5566016434029426273,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/13532143193505047644,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/13532143193505047644,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/13532143193505047644,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:11 AM",2,30,6.67%,GBP,4.76,9.51
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:29 AM",0,1,0.00%,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:11 AM",0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:26 AM",0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:12 AM",0,3,0.00%,GBP,0,0.00
Enabled,Diagnostic Check Incl.,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:26 AM",0,0, --,GBP,0,0.00
Enabled,Service Reset Included,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Pads & Discs From £329,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
